city,country,continent,lon,lat,Change_in_HW_Days,Change_in_Tmax,koppen_geiger_class,climate_class_label,climate_class_description,nearest_city_pop_max,pop_group
Barrie,Canada,North America,-79.875,44.29879413,67.32026144,0,25,Dfa,"Cold, no dry season, hot summer",182041,Medium (50k-500k)
Barrie,Canada,North America,-79.875,44.29879413,79.08496732,0,25,Dfa,"Cold, no dry season, hot summer",182041,Medium (50k-500k)
Parry Sound,Canada,North America,-79.875,45.42027863,67.97385621,0,25,Dfa,"Cold, no dry season, hot summer",7105,Small (<50k)
Parry Sound,Canada,North America,-79.875,45.42027863,80.39215686,0,25,Dfa,"Cold, no dry season, hot summer",7105,Small (<50k)
New Liskeard,Canada,North America,-79.875,47.66324626,84.31372549,0,25,Dfa,"Cold, no dry season, hot summer",5203,Small (<50k)
Chiclayo,Peru,South America,-79.6875,-7.012963238,99.45355191,0,4,BWh,"Arid, desert, hot",596792,Large (500k-1M)
Chiclayo,Peru,South America,-79.6875,-6.875,99.45355191,0,4,BWh,"Arid, desert, hot",596792,Large (500k-1M)
Motupe,Peru,South America,-79.6875,-6.077901499,92.34972678,0,4,BWh,"Arid, desert, hot",13681,Small (<50k)
Olmos,Peru,South America,-79.6875,-5.625,99.45355191,0,6,BSh,"Arid, steppe, hot",9800,Small (<50k)
Macará,Ecuador,South America,-79.6875,-4.375,99.45355191,0,3,Aw,"Tropical, savannah",13035,Small (<50k)
Macará,Ecuador,South America,-79.6875,-4.207777989,94.80874317,0,3,Aw,"Tropical, savannah",13035,Small (<50k)
Machala,Ecuador,South America,-79.6875,-3.272716221,99.45355191,0,3,Aw,"Tropical, savannah",213034,Medium (50k-500k)
Machala,Ecuador,South America,-79.6875,-3.125,99.45355191,0,3,Aw,"Tropical, savannah",213034,Medium (50k-500k)
Milagro,Ecuador,South America,-79.6875,-2.337654448,99.45355191,0,3,Aw,"Tropical, savannah",109970,Medium (50k-500k)
Babahoyo,Ecuador,South America,-79.6875,-1.875,99.45355191,0,3,Aw,"Tropical, savannah",76279,Medium (50k-500k)
Babahoyo,Ecuador,South America,-79.6875,-1.40259267,99.45355191,0,3,Aw,"Tropical, savannah",76279,Medium (50k-500k)
Chone,Ecuador,South America,-79.6875,-0.625,99.45355191,0,2,Am,"Tropical, monsoon",44751,Small (<50k)
Muisne,Ecuador,South America,-79.6875,0.46753089,99.45355191,0,2,Am,"Tropical, monsoon",13393,Small (<50k)
Esmeraldas,Ecuador,South America,-79.6875,0.625,99.45355191,0,3,Aw,"Tropical, savannah",173101,Medium (50k-500k)
Balboa,Panama,North America,-79.6875,8.883086676,99.45355191,0,3,Aw,"Tropical, savannah",62882,Medium (50k-500k)
Colón,Panama,North America,-79.6875,9.375,99.45355191,0,2,Am,"Tropical, monsoon",204000,Medium (50k-500k)
Sancti Spíritus,Cuba,North America,-79.6875,21.875,88.52459016,0,3,Aw,"Tropical, savannah",127069,Medium (50k-500k)
Sancti Spíritus,Cuba,North America,-79.6875,21.97394799,96.17486339,0,3,Aw,"Tropical, savannah",127069,Medium (50k-500k)
Florence,United States of America,North America,-79.6875,34.12973913,94.11764706,0,14,Cfa,"Temperate, no dry season, hot summer",57438,Medium (50k-500k)
Florence,United States of America,North America,-79.6875,34.375,53.59477124,0,14,Cfa,"Temperate, no dry season, hot summer",57438,Medium (50k-500k)
Greensboro,United States of America,North America,-79.6875,35.99985958,94.77124183,0,14,Cfa,"Temperate, no dry season, hot summer",388887,Medium (50k-500k)
Morgantown,United States of America,North America,-79.6875,39.375,35.29411765,0,14,Cfa,"Temperate, no dry season, hot summer",58808,Medium (50k-500k)
Morgantown,United States of America,North America,-79.6875,39.74009906,84.96732026,0,14,Cfa,"Temperate, no dry season, hot summer",58808,Medium (50k-500k)
Pittsburgh,United States of America,North America,-79.6875,40.625,29.41176471,0,14,Cfa,"Temperate, no dry season, hot summer",1838000,Very Large (>1M)
Hamilton,Canada,North America,-79.6875,43.125,25.49019608,0,14,Cfa,"Temperate, no dry season, hot summer",721053,Large (500k-1M)
Hamilton,Canada,North America,-79.6875,43.4803362,83.66013072,0,14,Cfa,"Temperate, no dry season, hot summer",721053,Large (500k-1M)
Barrie,Canada,North America,-79.6875,44.375,28.75816993,0,25,Dfa,"Cold, no dry season, hot summer",182041,Medium (50k-500k)
Barrie,Canada,North America,-79.6875,44.41539505,83.66013072,0,25,Dfa,"Cold, no dry season, hot summer",182041,Medium (50k-500k)
Parry Sound,Canada,North America,-79.6875,45.3504537,81.69934641,0,25,Dfa,"Cold, no dry season, hot summer",7105,Small (<50k)
North Bay,Canada,North America,-79.6875,46.28551215,79.08496732,0,25,Dfa,"Cold, no dry season, hot summer",50170,Medium (50k-500k)
Cobalt,Canada,North America,-79.6875,47.22057036,76.47058824,0,25,Dfa,"Cold, no dry season, hot summer",1372,Small (<50k)
Chimbote,Peru,South America,-78.75,-8.75,99.45355191,0,4,BWh,"Arid, desert, hot",349846,Medium (50k-500k)
Otuzco,Peru,South America,-78.75,-8.010471204,99.45355191,0,4,BWh,"Arid, desert, hot",10134,Small (<50k)
Otuzco,Peru,South America,-78.75,-7.948024964,99.45355191,0,6,BSh,"Arid, steppe, hot",10134,Small (<50k)
Cajamarca,Peru,South America,-78.75,-7,99.45355191,0,9,Csb,"Temperate, dry summer, warm summer",142665,Medium (50k-500k)
Jaén,Peru,South America,-78.75,-6.12565445,99.45355191,0,3,Aw,"Tropical, savannah",52493,Medium (50k-500k)
Zamora,Ecuador,South America,-78.75,-4.240837696,99.45355191,0,1,Af,"Tropical, rainforest",15276,Small (<50k)
Zamora,Ecuador,South America,-78.75,-3.75,99.45355191,0,1,Af,"Tropical, rainforest",15276,Small (<50k)
Cuenca,Ecuador,South America,-78.75,-3,99.45355191,0,15,Cfb,"Temperate, no dry season, warm summer",286878,Medium (50k-500k)
Azogues,Ecuador,South America,-78.75,-2.803724702,99.45355191,0,15,Cfb,"Temperate, no dry season, warm summer",69087,Medium (50k-500k)
Riobamba,Ecuador,South America,-78.75,-1.682234826,95.90163934,0,15,Cfb,"Temperate, no dry season, warm summer",172464,Medium (50k-500k)
Ambato,Ecuador,South America,-78.75,-1.413612565,99.45355191,0,29,ET,"Polar, tundra",281425,Medium (50k-500k)
Latacunga,Ecuador,South America,-78.75,-1,99.45355191,0,15,Cfb,"Temperate, no dry season, warm summer",94972,Medium (50k-500k)
Sangolquí,Ecuador,South America,-78.75,-0.471204188,99.45355191,0,2,Am,"Tropical, monsoon",178582,Medium (50k-500k)
Quito,Ecuador,South America,-78.75,0,99.45355191,0,1,Af,"Tropical, rainforest",1701000,Very Large (>1M)
San Lorenzo,Ecuador,South America,-78.75,1.395306911,99.45355191,0,1,Af,"Tropical, rainforest",20209,Small (<50k)
Ciego de Ávila,Cuba,North America,-78.75,21.71188955,99.45355191,0,3,Aw,"Tropical, savannah",142027,Medium (50k-500k)
Ciego de Ávila,Cuba,North America,-78.75,21.97394799,94.80874317,0,3,Aw,"Tropical, savannah",142027,Medium (50k-500k)
Morón,Cuba,North America,-78.75,22.14659686,99.45355191,0,3,Aw,"Tropical, savannah",66060,Medium (50k-500k)
Freeport,The Bahamas,North America,-78.75,26.51076933,98.69281046,0,2,Am,"Tropical, monsoon",25383,Small (<50k)
Fayetteville,United States of America,North America,-78.75,35,90.8496732,0,14,Cfa,"Temperate, no dry season, hot summer",243306,Medium (50k-500k)
Fayetteville,United States of America,North America,-78.75,35.32690576,77.12418301,0,14,Cfa,"Temperate, no dry season, hot summer",243306,Medium (50k-500k)
Lynchburg,United States of America,North America,-78.75,37.56987959,75.81699346,0,14,Cfa,"Temperate, no dry season, hot summer",103893,Medium (50k-500k)
Harrisonburg,United States of America,North America,-78.75,38.23773599,90.8496732,0,14,Cfa,"Temperate, no dry season, hot summer",42538,Small (<50k)
Cumberland,United States of America,North America,-78.75,39.81285237,81.04575163,0,14,Cfa,"Temperate, no dry season, hot summer",21316,Small (<50k)
Johnstown,United States of America,North America,-78.75,40.10298157,81.04575163,0,14,Cfa,"Temperate, no dry season, hot summer",69286,Medium (50k-500k)
Buffalo,United States of America,North America,-78.75,43,69.28104575,0,14,Cfa,"Temperate, no dry season, hot summer",1016000,Very Large (>1M)
Peterborough,Canada,North America,-78.75,44.29879413,70.58823529,0,25,Dfa,"Cold, no dry season, hot summer",83627,Medium (50k-500k)
Rouyn-Noranda,Canada,North America,-78.75,48.15562834,77.12418301,0,25,Dfa,"Cold, no dry season, hot summer",24602,Small (<50k)
Huarmey,Peru,South America,-78,-9.75,99.45355191,0,4,BWh,"Arid, desert, hot",16172,Small (<50k)
Casma,Peru,South America,-78,-9.113924051,99.45355191,0,7,BSk,"Arid, steppe, cold",30000,Small (<50k)
Huamachuco,Peru,South America,-78,-8.25,99.45355191,0,9,Csb,"Temperate, dry summer, warm summer",30835,Small (<50k)
Yaupi,Ecuador,South America,-78,-3.037974684,90.71038251,0,1,Af,"Tropical, rainforest",293,Small (<50k)
Macas,Ecuador,South America,-78,-2.25,99.45355191,0,1,Af,"Tropical, rainforest",23687,Small (<50k)
Tena,Ecuador,South America,-78,-1.012658228,81.42076503,0,1,Af,"Tropical, rainforest",31126,Small (<50k)
Tena,Ecuador,South America,-78,-0.75,99.45355191,0,15,Cfb,"Temperate, no dry season, warm summer",31126,Small (<50k)
San Gabriel,Ecuador,South America,-78,0.75,99.45355191,0,29,ET,"Polar, tundra",16066,Small (<50k)
Tulcán,Ecuador,South America,-78,1.012658228,80.32786885,0,1,Af,"Tropical, rainforest",83000,Medium (50k-500k)
Guapi,Colombia,South America,-78,2.25,99.45355191,0,1,Af,"Tropical, rainforest",13853,Small (<50k)
Camagüey,Cuba,North America,-78,21.26582278,96.44808743,0,3,Aw,"Tropical, savannah",347562,Medium (50k-500k)
Camagüey,Cuba,North America,-78,21.75,99.45355191,0,3,Aw,"Tropical, savannah",347562,Medium (50k-500k)
Goldsboro,United States of America,North America,-78,35.25,84.96732026,0,14,Cfa,"Temperate, no dry season, hot summer",47602,Small (<50k)
Goldsboro,United States of America,North America,-78,35.44303797,79.08496732,0,14,Cfa,"Temperate, no dry season, hot summer",47602,Small (<50k)
Hagerstown,United States of America,North America,-78,39.49367089,58.82352941,0,14,Cfa,"Temperate, no dry season, hot summer",79662,Medium (50k-500k)
Hagerstown,United States of America,North America,-78,39.75,70.58823529,0,14,Cfa,"Temperate, no dry season, hot summer",79662,Medium (50k-500k)
Peterborough,Canada,North America,-78,44.25,66.0130719,0,25,Dfa,"Cold, no dry season, hot summer",83627,Medium (50k-500k)
Amos,Canada,North America,-78,48.75,67.32026144,0,25,Dfa,"Cold, no dry season, hot summer",10516,Small (<50k)
Matagami,Canada,North America,-78,49.62025316,17.64705882,0,25,Dfa,"Cold, no dry season, hot summer",1966,Small (<50k)
Radisson,Canada,North America,-78,53.67088608,18.95424837,0,18,Dsb,"Cold, dry summer, warm summer",270,Small (<50k)
Ivugivik,Canada,North America,-78,62.25,52.2875817,0,27,Dfc,"Cold, no dry season, cold summer",156,Small (<50k)
Pativilca,Peru,South America,-77.8125,-10.625,99.45355191,0,4,BWh,"Arid, desert, hot",31905,Small (<50k)
Huaraz,Peru,South America,-77.8125,-9.818148372,99.45355191,0,7,BSk,"Arid, steppe, cold",86934,Medium (50k-500k)
Huaraz,Peru,South America,-77.8125,-9.375,99.45355191,0,29,ET,"Polar, tundra",86934,Medium (50k-500k)
Huamachuco,Peru,South America,-77.8125,-8.125,99.45355191,0,29,ET,"Polar, tundra",30835,Small (<50k)
Huamachuco,Peru,South America,-77.8125,-7.948024964,99.45355191,0,12,Cwb,"Temperate, dry winter, warm summer",30835,Small (<50k)
Chachapoyas,Peru,South America,-77.8125,-6.077901499,99.45355191,0,3,Aw,"Tropical, savannah",25978,Small (<50k)
Yaupi,Ecuador,South America,-77.8125,-3.272716221,99.45355191,0,1,Af,"Tropical, rainforest",293,Small (<50k)
Yaupi,Ecuador,South America,-77.8125,-3.125,99.45355191,0,1,Af,"Tropical, rainforest",293,Small (<50k)
Macas,Ecuador,South America,-77.8125,-2.337654448,99.45355191,0,1,Af,"Tropical, rainforest",23687,Small (<50k)
Puyo,Ecuador,South America,-77.8125,-1.875,99.45355191,0,1,Af,"Tropical, rainforest",24881,Small (<50k)
Puyo,Ecuador,South America,-77.8125,-1.40259267,99.45355191,0,1,Af,"Tropical, rainforest",24881,Small (<50k)
Tena,Ecuador,South America,-77.8125,-0.625,99.45355191,0,1,Af,"Tropical, rainforest",31126,Small (<50k)
San Gabriel,Ecuador,South America,-77.8125,0.46753089,99.45355191,0,15,Cfb,"Temperate, no dry season, warm summer",16066,Small (<50k)
San Gabriel,Ecuador,South America,-77.8125,0.625,99.45355191,0,15,Cfb,"Temperate, no dry season, warm summer",16066,Small (<50k)
Túquerres,Colombia,South America,-77.8125,1.40259267,99.45355191,0,1,Af,"Tropical, rainforest",33979,Small (<50k)
Guapi,Colombia,South America,-77.8125,2.337654448,98.36065574,0,1,Af,"Tropical, rainforest",13853,Small (<50k)
La Palma,Panama,North America,-77.8125,8.125,90.16393443,0,2,Am,"Tropical, monsoon",1845,Small (<50k)
Black River,Jamaica,North America,-77.8125,18.125,99.45355191,0,3,Aw,"Tropical, savannah",4229,Small (<50k)
Savanna-la-Mar,Jamaica,North America,-77.8125,18.23370256,99.45355191,0,2,Am,"Tropical, monsoon",30000,Small (<50k)
Camagüey,Cuba,North America,-77.8125,21.0388867,99.45355191,0,3,Aw,"Tropical, savannah",347562,Medium (50k-500k)
Wilmington,United States of America,North America,-77.8125,34.375,30.71895425,0,14,Cfa,"Temperate, no dry season, hot summer",161560,Medium (50k-500k)
Goldsboro,United States of America,North America,-77.8125,35.06479941,94.77124183,0,14,Cfa,"Temperate, no dry season, hot summer",47602,Small (<50k)
Goldsboro,United States of America,North America,-77.8125,35.625,39.21568627,0,14,Cfa,"Temperate, no dry season, hot summer",47602,Small (<50k)
Rocky Mount,United States of America,North America,-77.8125,35.99985958,94.77124183,0,14,Cfa,"Temperate, no dry season, hot summer",58361,Medium (50k-500k)
Fredericksburg,United States of America,North America,-77.8125,38.125,47.05882353,0,14,Cfa,"Temperate, no dry season, hot summer",133134,Medium (50k-500k)
Hagerstown,United States of America,North America,-77.8125,39.375,41.83006536,0,14,Cfa,"Temperate, no dry season, hot summer",79662,Medium (50k-500k)
Hagerstown,United States of America,North America,-77.8125,39.74009906,93.46405229,0,14,Cfa,"Temperate, no dry season, hot summer",79662,Medium (50k-500k)
State College,United States of America,North America,-77.8125,40.625,35.94771242,0,14,Cfa,"Temperate, no dry season, hot summer",87926,Medium (50k-500k)
State College,United States of America,North America,-77.8125,40.67515858,89.54248366,0,14,Cfa,"Temperate, no dry season, hot summer",87926,Medium (50k-500k)
Rochester,United States of America,North America,-77.8125,43.125,24.18300654,0,14,Cfa,"Temperate, no dry season, hot summer",755000,Large (500k-1M)
Val d'Or,Canada,North America,-77.8125,48.125,40.52287582,0,25,Dfa,"Cold, no dry season, hot summer",20625,Small (<50k)
Val d'Or,Canada,North America,-77.8125,48.15562834,77.12418301,0,25,Dfa,"Cold, no dry season, hot summer",20625,Small (<50k)
Radisson,Canada,North America,-77.8125,53.76597003,75.81699346,0,18,Dsb,"Cold, dry summer, warm summer",270,Small (<50k)
Inukjuak,Canada,North America,-77.8125,58.44124379,73.85620915,0,26,Dfb,"Cold, no dry season, warm summer",1597,Small (<50k)
Pativilca,Peru,South America,-77.625,-10.65415331,99.45355191,0,4,BWh,"Arid, desert, hot",31905,Small (<50k)
Pativilca,Peru,South America,-77.625,-10.65415331,99.45355191,0,4,BWh,"Arid, desert, hot",31905,Small (<50k)
Huaraz,Peru,South America,-77.625,-9.532663593,99.45355191,0,29,ET,"Polar, tundra",86934,Medium (50k-500k)
Huaraz,Peru,South America,-77.625,-9.532663593,99.45355191,0,29,ET,"Polar, tundra",86934,Medium (50k-500k)
Chachapoyas,Peru,South America,-77.625,-6.168194253,99.45355191,0,15,Cfb,"Temperate, no dry season, warm summer",25978,Small (<50k)
Chachapoyas,Peru,South America,-77.625,-6.168194253,99.45355191,0,15,Cfb,"Temperate, no dry season, warm summer",25978,Small (<50k)
Yaupi,Ecuador,South America,-77.625,-2.803724702,99.45355191,0,1,Af,"Tropical, rainforest",293,Small (<50k)
Yaupi,Ecuador,South America,-77.625,-2.803724702,99.45355191,0,1,Af,"Tropical, rainforest",293,Small (<50k)
Puyo,Ecuador,South America,-77.625,-1.682234826,99.45355191,0,1,Af,"Tropical, rainforest",24881,Small (<50k)
Puyo,Ecuador,South America,-77.625,-1.682234826,99.45355191,0,1,Af,"Tropical, rainforest",24881,Small (<50k)
San Gabriel,Ecuador,South America,-77.625,0.560744943,99.45355191,0,15,Cfb,"Temperate, no dry season, warm summer",16066,Small (<50k)
San Gabriel,Ecuador,South America,-77.625,0.560744943,98.63387978,0,15,Cfb,"Temperate, no dry season, warm summer",16066,Small (<50k)
Guapi,Colombia,South America,-77.625,2.803724702,99.45355191,0,1,Af,"Tropical, rainforest",13853,Small (<50k)
Guapi,Colombia,South America,-77.625,2.803724702,99.45355191,0,1,Af,"Tropical, rainforest",13853,Small (<50k)
Juradó,Colombia,South America,-77.625,7.289684062,99.45355191,0,1,Af,"Tropical, rainforest",2351,Small (<50k)
Juradó,Colombia,South America,-77.625,7.289684062,99.45355191,0,1,Af,"Tropical, rainforest",2351,Small (<50k)
Goldsboro,United States of America,North America,-77.625,35.32690576,77.12418301,0,14,Cfa,"Temperate, no dry season, hot summer",47602,Small (<50k)
Goldsboro,United States of America,North America,-77.625,35.32690576,92.81045752,0,14,Cfa,"Temperate, no dry season, hot summer",47602,Small (<50k)
Richmond,United States of America,North America,-77.625,37.56987959,76.47058824,0,14,Cfa,"Temperate, no dry season, hot summer",912000,Large (500k-1M)
